ID,age,gender,pastvote_EURef,Vote2015R,social_grade,govregion,W8,starttime,endtime,disposition,Q1,Q2
151,54,2,1,1,1,2,.903325307380578,7/19/2016,7/19/2016,1,2,1
156,65,2,2,4,2,2,.914148841767774,7/19/2016,7/19/2016,1,3,1
161,59,1,2,1,2,2,2.04001556133483,7/20/2016,7/20/2016,1,1,2
164,71,1,1,2,2,2,.569455152503909,7/19/2016,7/19/2016,1,2,1
173,73,1,2,1,1,2,.892725966740016,7/19/2016,7/19/2016,1,1,1
174,75,2,1,2,2,2,.705694666356504,7/19/2016,7/19/2016,1,2,1
177,37,2,2,1,1,2,.799725501434281,7/19/2016,7/19/2016,1,2,2
178,77,2,2,1,2,2,1.27246813572906,7/19/2016,7/19/2016,1,3,1
179,67,2,1,4,2,2,.873353406248386,7/19/2016,7/19/2016,1,3,3
183,68,2,2,1,1,2,1.10630652910294,7/19/2016,7/19/2016,1,5,1
185,69,1,2,1,2,2,1.06510569354732,7/19/2016,7/19/2016,1,4,1
193,45,1,1,1,2,2,.632475665144977,7/19/2016,7/19/2016,1,4,2
194,41,2,1,2,1,2,.703297066888334,7/19/2016,7/19/2016,1,1,1
197,69,1,1,2,1,2,.594833362583606,7/19/2016,7/19/2016,1,1,1
200,40,1,1,1,1,2,.722070045532351,7/19/2016,7/19/2016,1,1,1
201,68,2,1,3,1,2,.915385841090863,7/19/2016,7/19/2016,1,3,1
205,78,2,1,2,1,2,.805661004761624,7/19/2016,7/19/2016,1,1,1
208,84,2,2,4,1,2,.954888593174862,7/19/2016,7/19/2016,1,5,1
209,30,1,2,5,1,2,.893231770060126,7/19/2016,7/19/2016,1,1,1
210,76,1,1,2,2,2,.77565674672143,7/19/2016,7/19/2016,1,2,1
214,33,1,1,3,1,2,1.20719740063476,7/19/2016,7/19/2016,1,3,3
215,73,1,2,4,1,2,1.21005497903554,7/19/2016,7/19/2016,1,2,1
218,65,2,2,4,1,2,1.00611893714178,7/19/2016,7/19/2016,1,5,1
220,46,2,1,2,1,2,.667486041653114,7/19/2016,7/19/2016,1,1,1
224,46,1,2,4,1,2,1.2140140358439,7/19/2016,7/19/2016,1,5,1
225,42,1,1,7,1,2,.698769025214144,7/19/2016,7/19/2016,1,1,1
231,44,1,1,2,1,2,.637510329469718,7/19/2016,7/19/2016,1,1,1
235,65,1,2,3,2,2,2.00429475018813,7/19/2016,7/19/2016,1,5,1
237,61,2,2,4,2,2,.801803410493662,7/19/2016,7/19/2016,1,3,1
250,70,1,3,7,1,2,1.11914200960098,7/19/2016,7/19/2016,1,2,1
253,63,2,1,1,1,2,.610302952294695,7/19/2016,7/19/2016,1,3,2
254,75,2,1,7,1,2,.632934804058682,7/19/2016,7/19/2016,1,1,1
260,48,1,2,4,2,2,1.03814606257611,7/19/2016,7/19/2016,1,4,1
261,56,1,2,3,2,2,1.22964316769079,7/19/2016,7/19/2016,1,2,1
263,79,1,2,4,1,2,.842160976959557,7/19/2016,7/19/2016,1,5,1
264,26,2,2,4,1,2,1.30902781184176,7/19/2016,7/20/2016,1,3,1
268,42,1,2,7,2,2,.683588912708992,7/19/2016,7/19/2016,1,3,1
272,68,2,2,7,2,2,1.15362303692196,7/19/2016,7/19/2016,1,3,1
276,68,2,2,1,1,2,1.10630652910294,7/19/2016,7/19/2016,1,3,1
285,81,1,2,1,1,2,.926021917461207,7/19/2016,7/19/2016,1,4,1
286,60,2,1,3,2,2,.953627800320276,7/19/2016,7/19/2016,1,2,1
290,35,2,2,1,1,2,.904531084698477,7/19/2016,7/19/2016,1,3,1
291,66,1,2,2,2,2,.782696462051967,7/19/2016,7/19/2016,1,3,2
292,68,2,1,3,1,2,1.00046962373271,7/19/2016,7/19/2016,1,1,1
293,61,1,3,1,1,2,2.32668791937125,7/19/2016,7/19/2016,1,4,3
294,50,1,1,2,2,2,.639835553693338,7/19/2016,7/19/2016,1,2,1
295,26,1,2,1,2,2,.86931598259538,7/19/2016,7/19/2016,1,3,1
296,50,2,2,4,1,2,.791327504858222,7/19/2016,7/19/2016,1,3,1
301,51,1,2,2,1,2,1.00400926679664,7/19/2016,7/19/2016,1,2,1
308,75,1,1,7,2,2,.922534922707349,7/19/2016,7/19/2016,1,3,1
314,57,1,1,3,1,2,.969357886123744,7/19/2016,7/19/2016,1,3,1
319,41,1,2,7,2,2,.897639508195266,7/19/2016,7/19/2016,1,5,1
320,41,2,1,1,1,2,.728838310522905,7/19/2016,7/19/2016,1,3,1
323,48,2,3,1,1,2,1.53961319036194,7/19/2016,7/19/2016,1,4,2
326,48,1,1,1,1,2,.906561645820506,7/19/2016,7/19/2016,1,2,1
331,65,2,2,1,1,2,1.0122219691877,7/19/2016,7/19/2016,1,4,1
335,63,1,2,4,2,2,1.08836707731838,7/19/2016,7/19/2016,1,5,1
341,47,1,1,3,2,2,1.03231691827181,7/19/2016,7/19/2016,1,3,2
342,47,1,3,7,2,2,3.13236669868148,7/19/2016,7/19/2016,1,3,3
343,60,1,1,1,1,2,.729782030351881,7/19/2016,7/19/2016,1,2,1
350,36,2,2,1,1,2,1.00176311434867,7/19/2016,7/19/2016,1,4,2
352,39,1,2,1,1,2,1.24603770761535,7/19/2016,7/19/2016,1,4,1
355,69,2,1,7,2,2,1.10214066111385,7/19/2016,7/19/2016,1,4,2
363,69,2,1,2,1,2,.776692738885075,7/19/2016,7/19/2016,1,2,1
366,36,2,1,7,1,2,.473486151941205,7/19/2016,7/19/2016,1,2,1
367,66,2,2,1,2,2,.969036123542202,7/19/2016,7/19/2016,1,3,1
368,58,1,2,4,2,2,.968047952109976,7/19/2016,7/19/2016,1,5,1
369,76,1,2,7,2,2,1.26799242565018,7/19/2016,7/19/2016,1,3,1
372,61,2,3,7,2,2,1.0607356655917,7/19/2016,7/19/2016,1,5,3
373,56,2,1,1,1,2,.610302952294695,7/19/2016,7/19/2016,1,3,1
376,50,1,2,7,2,2,.806932616162371,7/19/2016,7/19/2016,1,3,1
380,56,2,2,6,1,2,.825144520041993,7/19/2016,7/19/2016,1,4,2
402,47,1,1,1,1,2,.722070045532351,7/19/2016,7/19/2016,1,1,1
405,49,1,1,1,1,2,.990825232345406,7/19/2016,7/19/2016,1,2,1
410,46,2,3,4,2,2,1.21318882809047,7/19/2016,7/19/2016,1,3,3
412,51,1,2,4,2,2,1.08836707731838,7/19/2016,7/19/2016,1,5,1
418,41,2,1,3,1,2,.905927552370493,7/19/2016,7/19/2016,1,2,1
419,73,1,1,1,2,2,.774923555373757,7/19/2016,7/19/2016,1,1,1
425,35,2,1,3,2,2,.692362575017996,7/19/2016,7/19/2016,1,3,1
427,66,2,1,3,1,2,.915385841090863,7/19/2016,7/19/2016,1,1,1
442,49,2,3,1,2,2,1.28301339972597,7/19/2016,7/19/2016,1,3,3
451,45,2,1,7,1,2,.716826230540875,7/19/2016,7/19/2016,1,3,1
453,73,2,1,1,2,2,.925791250401547,7/19/2016,7/19/2016,1,3,1
455,68,1,2,1,1,2,.892725966740016,7/19/2016,7/19/2016,1,5,1
456,37,1,3,7,1,2,1.81586564667414,7/19/2016,7/19/2016,1,3,1
457,37,2,2,1,1,2,.827606284207141,7/19/2016,7/19/2016,1,2,3
458,39,2,1,7,1,2,.867671126786312,7/19/2016,7/19/2016,1,1,1
462,61,2,2,3,1,2,1.04265730475812,7/19/2016,7/19/2016,1,3,1
463,70,2,2,1,1,2,1.0122219691877,7/19/2016,7/19/2016,1,5,1
467,66,1,3,1,1,2,1.42320628326839,7/19/2016,7/19/2016,1,4,1
474,74,1,3,7,2,2,1.40687773030241,7/19/2016,7/19/2016,1,1,1
477,66,2,2,1,1,2,1.0122219691877,7/19/2016,7/19/2016,1,4,1
480,70,2,2,7,2,2,1.15362303692196,7/19/2016,7/19/2016,1,3,1
485,37,2,1,2,1,2,.643485980822053,7/19/2016,7/19/2016,1,1,1
490,59,2,2,1,1,2,.920936833870898,7/19/2016,7/19/2016,1,4,1
491,56,1,1,3,1,2,.829957252619409,7/19/2016,7/19/2016,1,3,2
492,44,2,2,1,1,2,1.00176311434867,7/19/2016,7/19/2016,1,5,1
497,56,1,4,7,2,2,1.35545022207009,7/19/2016,7/19/2016,1,3,3
498,84,2,2,1,1,2,1.06652828305825,7/19/2016,7/19/2016,1,4,1
500,42,2,1,5,1,2,.622566235611943,7/19/2016,7/19/2016,1,1,1
503,24,1,4,7,2,2,1.6313704765784,7/20/2016,7/20/2016,1,3,3
514,54,2,2,1,2,2,1.37672235085161,7/19/2016,7/19/2016,1,2,3
515,38,2,1,5,2,2,.538156054817962,7/19/2016,7/19/2016,1,1,1
518,73,2,2,1,2,2,.969036123542202,7/19/2016,7/20/2016,1,1,1
525,53,2,1,2,1,2,1.36886776554031,7/19/2016,7/19/2016,1,1,1
529,36,2,1,1,1,2,.658096608014689,7/19/2016,7/19/2016,1,2,1
533,38,2,2,7,2,2,.602036051460236,7/19/2016,7/19/2016,1,3,1
537,39,1,1,3,1,2,.821186664324745,7/19/2016,7/19/2016,1,2,1
541,59,2,2,7,2,2,.693284350834833,7/19/2016,7/19/2016,1,2,2
542,29,1,2,1,1,2,.956775562672996,7/19/2016,7/19/2016,1,4,1
552,32,1,2,1,1,2,1.22137814190674,7/19/2016,7/19/2016,1,4,3
556,35,1,1,1,1,2,.888620442005099,7/19/2016,7/19/2016,1,1,1
557,30,1,2,1,2,2,.86931598259538,7/19/2016,7/19/2016,1,1,2
560,42,1,1,7,2,2,1.35672694789072,7/20/2016,7/20/2016,1,2,1
563,35,2,2,1,1,2,.904531084698477,7/19/2016,7/19/2016,1,3,1
565,33,2,2,2,2,2,1.04137140589774,7/19/2016,7/19/2016,1,3,2
569,25,1,1,1,1,2,.971216419728071,7/19/2016,7/19/2016,1,1,1
570,38,2,2,1,2,2,.792296956477672,7/19/2016,7/19/2016,1,3,1
572,38,2,3,7,1,2,1.19477780199476,7/19/2016,7/19/2016,1,2,2
573,36,1,2,1,1,2,.908057722897384,7/19/2016,7/19/2016,1,2,1
579,25,1,3,7,2,2,1.57564741766969,7/19/2016,7/19/2016,1,4,1
581,30,1,2,3,2,2,1.42940260754702,7/19/2016,7/19/2016,1,3,2
584,44,2,2,1,2,2,1.11079362446232,7/19/2016,7/19/2016,1,3,1
593,55,1,1,4,1,2,.9861387690149,7/19/2016,7/19/2016,1,4,2
595,21,2,1,2,1,2,.852203862757364,7/19/2016,7/19/2016,1,2,1
596,37,1,3,7,2,2,2.28273169768499,7/20/2016,7/20/2016,1,3,5
602,61,1,1,1,1,2,1.00776202252167,7/19/2016,7/20/2016,1,3,4
613,47,2,2,4,2,2,1.43580564156479,7/19/2016,7/19/2016,1,3,1
616,59,1,2,1,2,2,1.34749410231233,7/19/2016,7/19/2016,1,4,1
619,27,2,3,7,1,2,1.59923100504027,7/19/2016,7/19/2016,1,3,1
620,71,2,1,1,2,2,.705027606828358,7/19/2016,7/19/2016,1,1,1
622,51,1,2,3,2,2,1.93102904802711,7/19/2016,7/19/2016,1,3,1
624,67,2,2,1,2,2,1.27246813572906,7/19/2016,7/19/2016,1,3,1
625,45,1,3,7,2,2,2.06902620389377,7/19/2016,7/19/2016,1,3,3
628,27,2,3,7,2,2,1.53100076954104,7/19/2016,7/19/2016,1,3,3
634,46,1,1,2,1,2,.937181332878185,7/19/2016,7/19/2016,1,1,1
638,47,1,1,1,1,2,.906561645820506,7/19/2016,7/19/2016,1,2,1
639,70,1,1,3,1,2,.807321649601963,7/19/2016,7/19/2016,1,3,1
642,36,2,1,3,1,2,.82888399090026,7/19/2016,7/19/2016,1,1,1
650,65,2,2,1,1,2,1.10630652910294,7/19/2016,7/19/2016,1,2,1
652,74,2,2,4,1,2,.920554715171473,7/19/2016,7/19/2016,1,5,1
655,20,1,1,2,1,2,.905729495924178,7/19/2016,7/19/2016,1,1,1
663,61,1,1,1,1,2,.779869385985457,7/19/2016,7/19/2016,1,3,1
666,67,2,2,1,2,2,.969036123542202,7/19/2016,7/19/2016,1,4,1
671,27,1,3,7,2,2,2.28273169768499,7/19/2016,7/19/2016,1,3,3
674,52,2,2,1,1,2,.88384464022879,7/19/2016,7/19/2016,1,4,1
675,74,2,1,1,2,2,.705027606828358,7/19/2016,7/19/2016,1,3,4
676,44,2,1,1,2,2,.638404124479724,7/19/2016,7/19/2016,1,3,2
687,56,2,2,4,2,2,.99478085391303,7/19/2016,7/19/2016,1,5,2
693,46,2,1,5,2,2,.520026405069528,7/19/2016,7/19/2016,1,2,1
699,49,2,1,3,1,2,.81799740863558,7/19/2016,7/19/2016,1,3,1
704,61,2,1,2,1,2,.797539266293695,7/19/2016,7/19/2016,1,1,1
713,39,2,2,7,2,2,1.23856524617395,7/19/2016,7/19/2016,1,3,1
717,23,2,2,4,1,2,.919037006900345,7/19/2016,7/19/2016,1,4,1
718,55,2,2,2,1,2,1.52527052951904,7/19/2016,7/19/2016,1,4,1
728,64,1,2,1,2,2,.878600610454729,7/19/2016,7/19/2016,1,3,1
731,45,2,1,5,1,2,.622566235611943,7/19/2016,7/19/2016,1,2,1
734,32,2,2,1,1,2,.916569328292616,7/19/2016,7/19/2016,1,3,1
737,34,1,2,2,1,2,1.24721664205315,7/19/2016,7/19/2016,1,2,1
761,49,2,1,1,2,2,.756939367074958,7/19/2016,7/19/2016,1,4,1
767,62,2,2,4,2,2,.831708227692347,7/19/2016,7/19/2016,1,4,1
773,64,1,1,7,2,2,.760994661062218,7/19/2016,7/19/2016,1,2,1
774,42,1,2,1,2,2,1.14152286056078,7/19/2016,7/19/2016,1,2,1
776,42,1,2,2,2,2,.870138483024503,7/19/2016,7/19/2016,1,5,1
778,70,2,2,1,1,2,1.0122219691877,7/19/2016,7/19/2016,1,5,1
779,49,1,2,4,1,2,.85662432542823,7/19/2016,7/19/2016,1,3,1
782,67,1,1,7,2,2,.922534922707349,7/20/2016,7/20/2016,1,3,1
783,46,2,2,1,1,2,1.21073069256676,7/19/2016,7/19/2016,1,3,1
793,69,2,2,1,2,2,1.22671539970563,7/19/2016,7/19/2016,1,4,1
803,48,2,2,4,2,2,.948394546955992,7/19/2016,7/19/2016,1,2,1
823,47,1,4,7,2,2,1.14826284745145,7/19/2016,7/19/2016,1,3,1
826,21,1,1,2,1,2,1.02683656744016,7/19/2016,7/19/2016,1,2,1
827,58,1,2,1,1,2,.917756127390924,7/19/2016,7/19/2016,1,2,1
830,62,2,1,2,1,2,.871669381197817,7/19/2016,7/19/2016,1,1,1
836,19,1,1,5,1,2,.844776620891885,7/19/2016,7/19/2016,1,1,1
838,18,2,1,7,1,2,.631891291520673,7/19/2016,7/19/2016,1,2,1
843,48,2,2,1,2,2,1.00533800775111,7/19/2016,7/19/2016,1,4,1
854,18,1,1,7,1,2,.806692390188754,7/20/2016,7/20/2016,1,3,1
856,65,1,2,1,1,2,.892725966740016,7/19/2016,7/19/2016,1,5,1
859,47,1,2,7,2,2,1.4201013692007,7/20/2016,7/20/2016,1,2,1
863,67,2,2,2,2,2,.969952973851418,7/19/2016,7/19/2016,1,3,1
874,63,2,1,3,1,2,.829101045602157,7/19/2016,7/19/2016,1,1,1
878,46,2,3,7,2,2,2.08048789248217,7/19/2016,7/19/2016,1,3,3
879,69,2,1,2,1,2,.776692738885075,7/19/2016,7/19/2016,1,1,1
889,53,1,2,1,2,2,1.34749410231233,7/19/2016,7/19/2016,1,2,1
892,25,2,3,7,1,2,1.59923100504027,7/19/2016,7/19/2016,1,3,1
906,33,2,1,1,1,2,.728838310522905,7/19/2016,7/19/2016,1,5,1
919,48,2,3,7,2,2,1.01127390726486,7/19/2016,7/19/2016,1,3,3
920,44,1,1,5,1,2,.616784852833409,7/19/2016,7/19/2016,1,3,1
932,52,2,3,1,1,2,2.01057938770236,7/19/2016,7/19/2016,1,2,1
934,21,2,4,4,1,2,1.68724837711378,7/19/2016,7/19/2016,1,1,1
946,75,1,2,1,1,2,.892725966740016,7/19/2016,7/19/2016,1,4,1
951,19,1,1,5,2,2,.808734731004786,7/19/2016,7/19/2016,1,1,1
954,62,1,1,5,1,2,.940831988498499,7/19/2016,7/19/2016,1,1,1
977,51,1,2,3,2,2,1.09207829644605,7/19/2016,7/19/2016,1,5,1
985,71,2,2,1,2,2,.969036123542202,7/19/2016,7/19/2016,1,3,1
991,61,2,2,4,2,2,.757565989577861,7/19/2016,7/19/2016,1,3,1
998,64,1,2,2,2,2,1.11328424503224,7/19/2016,7/19/2016,1,4,1
1000,55,1,1,2,1,2,1.10247415314341,7/19/2016,7/19/2016,1,1,1
1001,46,2,1,5,1,2,.680432861785487,7/19/2016,7/19/2016,1,1,1
1004,37,1,2,4,1,2,1.15219792808467,7/19/2016,7/19/2016,1,4,1
1011,42,2,1,7,2,2,.595221265092328,7/19/2016,7/19/2016,1,5,1
1016,58,2,1,7,2,2,.504402875027958,7/19/2016,7/19/2016,1,3,2
1017,26,1,2,7,2,2,.938021383734695,7/19/2016,7/19/2016,1,4,1
1018,54,2,3,7,1,2,2.48283739322534,7/19/2016,7/19/2016,1,3,1
1026,23,2,1,5,1,2,.794853102091583,7/19/2016,7/19/2016,1,3,1
1028,42,2,1,1,1,2,.60212954272314,7/19/2016,7/19/2016,1,3,1
1032,49,2,2,1,1,2,.799725501434281,7/19/2016,7/19/2016,1,3,1
1038,43,2,2,2,1,2,1.37069495856745,7/19/2016,7/19/2016,1,3,2
1042,34,1,1,7,2,2,.896160595723462,7/19/2016,7/19/2016,1,2,2
1045,68,1,1,3,1,2,.738663913147644,7/19/2016,7/19/2016,1,1,1
1047,45,1,2,7,1,2,.780423824230533,7/19/2016,7/19/2016,1,4,1
1054,41,2,2,1,1,2,.827606284207141,7/19/2016,7/19/2016,1,3,1
1068,49,2,1,1,1,2,.728838310522905,7/19/2016,7/19/2016,1,4,1
1069,22,2,1,1,1,2,.820785523074181,7/19/2016,7/19/2016,1,1,1
1074,22,2,3,7,2,2,1.27787098270831,7/19/2016,7/19/2016,1,3,4
1092,28,1,1,1,1,2,.888620442005099,7/19/2016,7/19/2016,1,2,1
1095,73,2,2,4,1,2,.954888593174862,7/19/2016,7/19/2016,1,3,1
1096,22,1,4,7,1,2,1.70407376583723,7/19/2016,7/19/2016,1,3,3
1097,50,2,2,4,1,2,1.19801668983399,7/19/2016,7/19/2016,1,3,1
1099,38,2,3,7,2,2,1.01127390726486,7/19/2016,7/19/2016,1,3,3
1104,31,1,1,7,2,2,.653082603302901,7/19/2016,7/19/2016,1,4,1
1106,62,2,1,1,1,2,1.0098381987279,7/19/2016,7/19/2016,1,2,2
1107,23,2,3,5,1,2,1.73204534769426,7/19/2016,7/19/2016,1,2,1
1109,30,1,2,1,2,2,.86931598259538,7/19/2016,7/19/2016,1,5,1
1110,61,2,1,2,1,2,.643654486498693,7/19/2016,7/19/2016,1,1,1
1113,24,2,1,2,1,2,.751693306914536,7/19/2016,7/19/2016,1,2,1
1114,22,2,1,2,1,2,1.21770571272067,7/19/2016,7/19/2016,1,2,4
1116,56,2,1,3,1,2,.731315280264609,7/19/2016,7/19/2016,1,1,1
1117,57,2,2,3,2,2,1.31072851328702,7/19/2016,7/19/2016,1,3,1
1121,30,1,1,1,1,2,.888620442005099,7/19/2016,7/19/2016,1,2,1
1125,62,2,2,1,1,2,.80867909449456,7/19/2016,7/19/2016,1,2,1
1126,31,2,1,7,2,2,.760010578525898,7/19/2016,7/19/2016,1,3,1
1129,55,2,1,3,1,2,.799289971979903,7/19/2016,7/19/2016,1,1,1
1134,46,1,1,5,2,2,.765652131893834,7/19/2016,7/19/2016,1,1,1
1140,68,1,1,1,2,2,.747060482129063,7/19/2016,7/19/2016,1,2,1
1143,48,1,2,1,2,2,1.56639880097623,7/19/2016,7/19/2016,1,2,1
1146,33,1,1,5,1,2,.594607798836868,7/19/2016,7/19/2016,1,1,1
1151,48,2,1,2,1,2,.703297066888334,7/19/2016,7/19/2016,1,1,1
1157,70,1,2,4,1,2,.842160976959557,7/19/2016,7/19/2016,1,5,1
1161,24,2,3,2,1,2,1.69908915048934,7/19/2016,7/19/2016,1,3,5
1163,30,1,1,2,1,2,.937181332878185,7/19/2016,7/19/2016,1,1,1
1174,65,1,2,1,1,2,.847269453940229,7/19/2016,7/19/2016,1,4,1
1175,51,2,1,2,1,2,.871669381197817,7/19/2016,7/19/2016,1,1,1
1181,19,2,1,1,2,2,1.06560468905242,7/19/2016,7/19/2016,1,3,1
1196,45,2,1,2,1,2,.643485980822053,7/19/2016,7/19/2016,1,4,1
1199,69,1,1,3,1,2,.738663913147644,7/19/2016,7/19/2016,1,4,1
1213,52,1,1,2,1,2,1.00871551321156,7/19/2016,7/19/2016,1,3,2
1214,43,1,2,1,1,2,1.22137814190674,7/19/2016,7/19/2016,1,4,1
1223,46,2,2,1,1,2,.827606284207141,7/19/2016,7/19/2016,1,4,1
1224,58,2,3,7,2,2,1.76304869461625,7/19/2016,7/19/2016,1,3,3
1226,56,2,2,1,2,2,1.05450943916939,7/19/2016,7/19/2016,1,5,1
1228,19,2,1,3,1,2,.998820160644937,7/19/2016,7/19/2016,1,1,1
1229,26,2,2,1,2,2,1.15907559082123,7/19/2016,7/19/2016,1,3,1
1231,25,1,1,2,2,2,1.11814510916486,7/19/2016,7/19/2016,1,2,1
1232,44,2,2,6,1,2,.844457084169662,7/19/2016,7/19/2016,1,1,1
1233,31,2,2,7,1,2,.650790381517248,7/19/2016,7/19/2016,1,3,1
1236,56,1,2,4,2,2,1.25480157265225,7/20/2016,7/20/2016,1,5,2
1251,70,1,2,4,1,2,.770540370183177,7/19/2016,7/19/2016,1,4,1
1261,43,1,1,2,1,2,.722753229707263,7/19/2016,7/19/2016,1,1,1
1263,32,2,3,7,2,2,2.01039945538502,7/19/2016,7/19/2016,1,3,5
1266,43,2,1,3,1,2,.905927552370493,7/19/2016,7/19/2016,1,2,1
1268,68,2,1,1,1,2,.736447708375255,7/19/2016,7/19/2016,1,3,1
1271,64,2,1,1,2,2,.842300689891545,7/19/2016,7/19/2016,1,3,1
1272,51,1,1,5,1,2,.600958438011802,7/19/2016,7/19/2016,1,1,1
1273,52,2,1,2,1,2,.871669381197817,7/19/2016,7/19/2016,1,1,1
1277,22,1,1,5,1,2,.876284207528291,7/19/2016,7/19/2016,1,2,1
1287,71,2,1,5,1,2,.724423650084511,7/19/2016,7/19/2016,1,1,1
1289,18,2,1,7,1,2,.631891291520673,7/19/2016,7/19/2016,1,1,1
1298,48,1,3,7,2,2,1.5444647489654,7/19/2016,7/19/2016,1,3,1
1299,68,2,1,1,2,2,.892503593521903,7/19/2016,7/19/2016,1,2,1
1307,54,2,2,2,1,2,.921808175196974,7/19/2016,7/19/2016,1,2,1
1312,19,2,3,7,1,2,2.02082826552468,7/19/2016,7/19/2016,1,3,3
1326,37,1,1,3,1,2,.897514770484359,7/19/2016,7/19/2016,1,2,1
1328,80,1,2,4,1,2,.842160976959557,7/19/2016,7/19/2016,1,5,1
1331,45,1,2,7,2,2,.659009858669416,7/19/2016,7/19/2016,1,5,1
1333,55,2,2,1,1,2,1.39423650825568,7/19/2016,7/19/2016,1,2,2
1334,61,1,1,2,1,2,1.10247415314341,7/19/2016,7/19/2016,1,1,1
1339,73,2,2,4,2,2,1.20039412794136,7/19/2016,7/19/2016,1,4,1
1340,26,2,1,1,1,2,.702632273696673,7/19/2016,7/19/2016,1,1,1
1343,62,1,2,1,2,2,1.15371476220005,7/19/2016,7/19/2016,1,3,1
1353,39,2,2,2,1,2,.872832903530212,7/19/2016,7/19/2016,1,3,1
1356,57,1,2,2,1,2,1.17264388911479,7/19/2016,7/19/2016,1,3,1
1360,25,2,1,1,1,2,.666855098916523,7/19/2016,7/19/2016,1,2,1
1361,47,2,2,7,2,2,.790550190474844,7/19/2016,7/19/2016,1,4,1
1367,58,1,1,2,1,2,1.10247415314341,7/19/2016,7/19/2016,1,3,1
1377,47,2,2,2,2,2,.766330065927619,7/19/2016,7/19/2016,1,3,1
1381,19,1,2,2,2,2,1.23623109019985,7/19/2016,7/19/2016,1,2,2
1383,29,2,3,7,2,2,1.37422734325495,7/19/2016,7/19/2016,1,3,1
1390,20,1,1,2,1,2,.939510438549993,7/19/2016,7/19/2016,1,3,2
1394,66,2,2,1,2,2,.969036123542202,7/19/2016,7/19/2016,1,5,1
1397,23,2,2,1,1,2,.974217783655822,7/19/2016,7/19/2016,1,3,1
1403,37,1,1,1,1,2,.660662433198209,7/19/2016,7/19/2016,1,3,1
1405,23,1,1,3,1,2,1.20418781129134,7/19/2016,7/19/2016,1,1,1
1407,74,2,2,4,2,2,.914148841767774,7/19/2016,7/19/2016,1,4,1
1409,72,2,1,1,2,2,.925791250401547,7/19/2016,7/19/2016,1,3,3
1411,18,2,1,7,1,2,.631891291520673,7/19/2016,7/19/2016,1,3,2
1421,18,2,2,7,2,2,.760747800549976,7/19/2016,7/19/2016,1,5,1
1424,69,2,2,1,2,2,.969036123542202,7/19/2016,7/19/2016,1,2,3
1425,44,2,1,2,2,2,.639008148421365,7/19/2016,7/19/2016,1,3,1
1428,28,1,1,3,1,2,.865243819866347,7/19/2016,7/19/2016,1,1,1
1431,24,1,4,1,1,2,2.16706054270724,7/20/2016,7/20/2016,1,3,3
1432,68,2,1,1,1,2,.736447708375255,7/19/2016,7/19/2016,1,2,1
1433,67,1,4,7,2,2,2.1299183853846,7/20/2016,7/20/2016,1,2,1
1434,53,1,1,2,2,2,.720433159055582,7/19/2016,7/19/2016,1,2,2
1448,20,2,4,7,2,2,1.93461083475596,7/19/2016,7/19/2016,1,4,3
1450,70,1,1,1,2,2,.590135734684374,7/19/2016,7/19/2016,1,2,2
1451,63,2,2,1,1,2,.916809344609139,7/19/2016,7/19/2016,1,3,2
1470,33,1,2,1,1,2,1.33490346389081,7/19/2016,7/19/2016,1,5,1
1484,66,1,1,1,1,2,.673732382598686,7/19/2016,7/19/2016,1,3,2
1489,46,1,1,3,2,2,1.38851230236187,7/19/2016,7/19/2016,1,1,1
1490,31,2,3,7,1,2,2.00325065200355,7/19/2016,7/19/2016,1,2,1
1492,32,2,1,2,1,2,.729527898469254,7/19/2016,7/20/2016,1,2,1
1495,41,2,1,7,2,2,.502010764853445,7/19/2016,7/19/2016,1,3,1
1496,41,1,2,4,1,2,1.13319600042593,7/19/2016,7/19/2016,1,5,1
1506,40,2,2,4,2,2,.7222409344217,7/19/2016,7/19/2016,1,3,1
1510,34,2,1,2,1,2,.729527898469254,7/19/2016,7/19/2016,1,2,1
1513,35,2,1,1,1,2,.6428777241989,7/19/2016,7/19/2016,1,1,1
1523,56,2,1,2,1,2,.90417998561937,7/19/2016,7/19/2016,1,1,1
1524,24,1,1,5,1,2,.95297752104553,7/19/2016,7/19/2016,1,1,1
1534,36,2,1,5,2,2,.782630412411141,7/19/2016,7/19/2016,1,3,1
1535,38,2,1,2,1,2,.703297066888334,7/19/2016,7/19/2016,1,1,1
1540,29,2,1,2,1,2,.667486041653114,7/19/2016,7/19/2016,1,3,1
1542,73,2,2,4,2,2,.914148841767774,7/19/2016,7/19/2016,1,3,1
1552,38,2,2,1,1,2,1.00176311434867,7/19/2016,7/19/2016,1,3,4
1555,44,1,1,2,1,2,.97213533291728,7/19/2016,7/19/2016,1,2,2
1559,34,2,4,7,1,2,2.00325065200355,7/19/2016,7/19/2016,1,4,1
1562,74,2,2,2,1,2,1.06753737525033,7/19/2016,7/19/2016,1,1,1
1568,29,2,1,7,1,2,.573123925253895,7/19/2016,7/19/2016,1,3,1
1572,20,2,1,7,2,2,.837941054059738,7/19/2016,7/19/2016,1,3,3
1574,46,1,2,1,2,2,1.14152286056078,7/19/2016,7/19/2016,1,3,2
1576,19,2,1,1,2,2,.924264908713307,7/19/2016,7/19/2016,1,1,1
1585,18,1,3,7,1,2,1.86246494405928,7/19/2016,7/19/2016,1,2,2
